"SITE","STONE","DISC_CIRC","DISC_WHEN","DISC_WHO","SUBSQ_HIST","CURRENT_SEtting","CURRENT_LOcation","LOC_NOTES","MON_FORM","FORM_NOTES","COMPLETENEss","PRESERVATIon","PRESCONDNOtes","M_SOURCE","M_HEIGHT","M_HT_STATUs","M_WIDTH","M_WDTH_STAtus","M_THICKNESs","M_THCK_STAtus","I_SOURCE","I_HT_FEET","I_HT_INCHEs","I_HT_STATUs","I_WD_FEET","I_WD_INCHEs","I_WDTH_STAtus","I_TH_FEET","I_TH_INCHEs","I_THCK_STAtus","STONE_TYPE","NO_CARVED","DECOR_NOTEs","VISITED"
CLMAC,204,"first mentioned",1869,"Rev. J. Graves",,lost,lost,,slbcr,,frgmntry,inc,,converted,,n/a,,n/a,,n/a,Petrie/1872,,,n/a,,,n/a,,,n/a,,1,,
CLMAC,205,"first mentioned",1872,"M. Stokes",,lost,lost,,slbcr,,frgmntry,some,,converted,,n/a,,n/a,,n/a,Petrie/1872,,,n/a,,,n/a,,,n/a,,1,,
CLMAC,206,"first mentioned",1872,"M. Stokes",,lost,lost,,slbcr,,inc,inc,,converted,,n/a,,n/a,,n/a,Macalister/1909,,,n/a,,,n/a,,,n/a,,1,,
CLMAC,207,"first mentioned",1822,"G. Petrie",,lost,lost,,slbcr,,inc,some,,converted,,n/a,,n/a,,n/a,Petrie/1872,,,n/a,,,n/a,,,n/a,,1,,
CLMAC,208,recognised,1684,"Bishop of Meath",,lost,lost,,inc,,inc,inc,,converted,,inc,,inc,,inc,Macalister/1909,,,inc,,,inc,,,inc,,0,,
CLMAC,209,recognised,1949,"Mr Molloy",,inc,inc,,fragy,,frgmntry,some,,converted,0.47,actual,,actual,,actual,Macalister/1949,1,6.5,actual,,10,actual,,4.5,actual,,1,,
CLMAC,210,recognised,1937,"Mr Molloy",,inc,inc,,slbcr,,frgmntry,some,,converted,0.29,actual,0.34,actual,0.07,actual,Macalister/1949,0,11.5,actual,1,1.5,actual,0,2.75,actual,,1,,
CLMAC,211,"first mentioned",1949,"Mr Molloy",,inc,inc,,fragy,,frgmntry,poor,,converted,0.39,actual,0.26,actual,,inc,Macalister/1949,1,3.25,actual,0,10.25,actual,0,,inc,,1,,
CLMAC,212,"first mentioned",1949,"Mr Molloy",,inc,inc,,fragy,,frgmntry,some,,converted,0.58,actual,0.69,actual,0.08,actual,Macalister/1949,1,11,actual,2,3,actual,0,3,actual,,1,,
CLMAC,213,"first mentioned",1949,"Mr Molloy",,inc,inc,,fragy,,frgmntry,poor,,converted,0.53,actual,0.64,actual,,actual,Macalister/1949,1,9,actual,2,1,actual,,3,actual,,1,,
CLMAC,214,"first mentioned",1949,"Mr Molloy",,inc,inc,,fragy,,frgmntry,some,,converted,0.48,actual,0.36,actual,0.08,actual,Macalister/1949,1,7,actual,1,2,actual,0,3.25,actual,,1,,
CLMAC,215,"first mentioned",1949,"Mr Molloy",,inc,inc,,fragy,,frgmntry,some,,converted,0.51,actual,0.38,actual,0.07,actual,Macalister/1949,1,8,actual,1,3,actual,0,2.75,actual,,1,,
CLMAC,216,"first mentioned",1949,"Mr Molloy",,inc,inc,,fragy,,frgmntry,some,,converted,0.2,actual,0.15,actual,0.06,actual,Macalister/1949,0,8,actual,0,6,actual,0,2.5,actual,,0,,
CLMAC,217,"first mentioned",1949,"Mr Molloy",,inc,inc,,fragy,,frgmntry,some,,converted,0.1,actual,0.18,actual,0.08,actual,Macalister/1949,0,4,actual,0,7,actual,0,3,actual,,1,,
CLMAC,218,"first mentioned",1949,"Mr Molloy",,lost,lost,,fragy,,frgmntry,some,,converted,,actual,,actual,,actual,Macalister/1949,,4,actual,,8.5,actual,,2,actual,,0,,
CLMAC,219,recognised,1949,"Mr Molloy",,lost,lost,,fragy,,frgmntry,poor,,converted,,actual,,actual,,actual,Macalister/1949,,5,actual,,3.5,actual,,2.25,actual,,0,,
CLMAC,220,"first mentioned",1949,"Mr Molloy",,lost,lost,,fragy,,frgmntry,some,,converted,,actual,,actual,,actual,Macalister/1949,,8.5,actual,,7,actual,,1.25,actual,,1,,
CLMAC,221,"first mentioned",1949,"Mr Molloy",,inc,"on site",,slbcr,,frgmntry,poor,,converted,0.22,actual,0.19,actual,0.06,actual,Macalister/1949,0,8.75,actual,0,6.5,actual,0,2.5,actual,,1,,
CLMAC,222,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,frgmntry,poor,,converted,0.22,actual,0.17,actual,0.06,actual,Macalister/1949,0,8.75,actual,0,6.5,actual,0,2.5,actual,,1,,
CLMAC,223,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,eccot,,frgmntry,some,,converted,0.18,actual,0.11,actual,0.04,actual,Macalister/1949,0,7.25,actual,0,4.5,actual,0,1.5,actual,,1,,
CLMAC,224,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,incomplete,good,,converted,0.17,actual,0.19,actual,0.04,actual,Macalister/1949,0,6.5,actual,0,7.5,actual,0,1.5,actual,,1,,
CLMAC,225,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,frgmntry,poor,,converted,0.23,actual,0.2,actual,0,n/a,Macalister/1949,0,9,actual,0,8,actual,0,0,n/a,,1,,
CLMAC,226,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,frgmntry,poor,,converted,0.29,actual,0.29,actual,0.07,actual,Macalister/1949,0,11.5,actual,0,11.5,actual,0,2.75,actual,,1,,
CLMAC,227,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,frgmntry,good,,converted,0.64,actual,0.46,actual,0.11,actual,Macalister/1949,2,1,actual,1,6,actual,0,4.5,actual,,1,,
CLMAC,228,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,frgmntry,some,,converted,0.28,actual,0.28,actual,,n/a,Macalister/1949,0,11,actual,0,11,actual,,,n/a,,1,,
CLMAC,229,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,frgmntry,some,,converted,0.38,actual,0.33,actual,0.07,actual,Macalister/1949,1,3,actual,1,1,actual,0,2.75,actual,,1,,
CLMAC,230,"first mentioned",1822,"G. Petrie",,inc,"on site",,slbcr,,incomplete,poor,,converted,0.33,actual,0.22,actual,0,n/a,Macalister/1949,1,1,actual,0,8.5,actual,0,0,n/a,,1,,
CLMAC,231,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbns,,incomplete,good,,converted,0.56,actual,0.34,actual,0.05,actual,Macalister/1949,1,10,actual,1,1.5,actual,0,2,actual,,0,,
CLMAC,232,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,incomplete,some,,converted,0.22,actual,0.29,actual,0.06,actual,Macalister/1949,0,8.5,actual,0,11.5,actual,0,2.5,actual,,1,,
CLMAC,233,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,incomplete,good,,converted,0.38,actual,0.51,actual,0.08,actual,Macalister/1949,1,3,actual,1,8,actual,0,3,actual,,1,,
CLMAC,234,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,frgmntry,some,,converted,,n/a,,n/a,,n/a,Macalister/1949,,,n/a,,,n/a,,,n/a,,1,,
CLMAC,235,"first mentioned",1949,"R.A.S. Macalister",,lost,lost,,slbcr,,n/a,n/a,,converted,,n/a,,n/a,,n/a,Macalister/1949,,,n/a,,,n/a,,,n/a,,1,,
CLMAC,236,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,ind,,frgmntry,poor,,converted,0.17,actual,0.08,actual,0.05,actual,Macalister/1949,0,6.5,actual,0,3,actual,0,2,actual,,0,,
CLMAC,237,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,ind,,frgmntry,poor,,converted,0.25,actual,0.15,actual,0.05,actual,Macalister/1949,0,10,actual,0,6,actual,0,2,actual,,0,,
CLMAC,238,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,ind,,frgmntry,some,,converted,0.15,actual,0.22,actual,0.03,actual,Macalister/1949,0,5.75,actual,0,8.75,actual,0,1.25,actual,,0,,
CLMAC,239,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,frgmntry,some,,converted,0.2,actual,0.2,actual,0.06,actual,Macalister/1949,0,8,actual,0,8,actual,0,2.5,actual,,1,,
CLMAC,240,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,frgmntry,some,,converted,0.18,actual,0.18,actual,0.08,actual,Macalister/1949,0,7,actual,0,7,actual,0,3,actual,,1,,
CLMAC,241,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,frgmntry,some,,converted,0.15,actual,0.2,actual,0.06,actual,Macalister/1949,0,6,actual,0,8,actual,0,2.5,actual,,1,,
CLMAC,242,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbcr,,frgmntry,some,,converted,0.33,actual,0.19,actual,0.05,actual,Macalister/1949,1,1,actual,0,7.5,actual,0,2,actual,,1,,
CLMAC,243,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbns,,frgmntry,poor,,converted,0.15,actual,0.15,actual,0.04,actual,Macalister/1949,0,6,actual,0,6,actual,0,1.75,actual,,1,,
CLMAC,244,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbns,,frgmntry,poor,,n/a,,inc,,inc,,inc,n/a,,,inc,,,inc,,,inc,,1,,
CLMAC,245,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbns,,frgmntry,poor,,n/a,,inc,,inc,,inc,n/a,,,inc,,,inc,,,inc,,1,,
CLMAC,246,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbns,,incomplete,some,,converted,0.43,actual,0.36,actual,0.05,actual,Macalister/1949,1,5,actual,1,2,actual,0,2,actual,,1,,
CLMAC,247,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbbd,,frgmntry,poor,,converted,0.39,actual,0.38,actual,0.04,actual,Macalister/1949,1,3.5,actual,1,3,actual,0,1.5,actual,,1,,
CLMAC,248,"first mentioned",1949,"Mr. Molloy",,inc,"on site",,slbns,,frgmntry,poor,,converted,0.41,actual,0.19,actual,0.1,actual,Macalister/1949,1,4,actual,0,7.5,actual,0,4,actual,,1,,
CLMAC,249,"first mentioned",1949,"Mr. Molloy",,"in display",museum,,other,,complete,inc,,converted,0.36,actual,0.36,actual,0.06,actual,Macalister/1949,1,2.25,actual,1,2.25,actual,0,2.25,actual,,1,,
CLMAC,250,"first mentioned",1949,"Mr. Molloy",,"in display",museum,,slbcr,,complete,good,,converted,0.86,actual,0.58,actual,0.1,actual,Macalister/1949,2,10,actual,1,11,actual,0,4,actual,,1,,
CLMAC,251,"first mentioned",1822,"G. Petrie",,"in display",museum,,slbns,,frgmntry,some,,converted,0.56,actual,0.2,actual,0.13,actual,Macalister/1949,1,10,actual,0,8,actual,0,5,actual,,,,
CLMAC,252,"first mentioned",1949,"R.A.S. Macalister",,lost,lost,,ind,,inc,inc,,converted,,n/a,,n/a,,n/a,Macalister/1949,,,n/a,,,n/a,,,n/a,,1,,
CLMAC,253,"first mentioned",1949,"R.A.S. Macalister",,inc,inc,,slbcr,,frgmntry,some,,converted,0.86,actual,0.48,actual,0.13,actual,Macalister/1945,2,10,actual,1,7,actual,0,5,actual,,1,,
CLMAC,254,"first mentioned",1949,"R.A.S. Macalister",,inc,inc,,slbcr,,frgmntry,some,,converted,0.56,actual,0.41,actual,0.06,actual,Macalister/1945,1,10,actual,1,4,actual,0,2.5,actual,,1,,
CLMAC,255,"first mentioned",1949,"R.A.S. Macalister",,inc,inc,,slbcr,,frgmntry,some,,converted,0.43,actual,0.33,actual,0.06,actual,Macalister/1949,1,5,actual,1,1,actual,0,2.5,actual,,1,,
CLMAC,256,"first mentioned",1949,"R.A.S. Macalister",,inc,inc,,slbcr,,frgmntry,some,,converted,0.46,actual,0.41,actual,0.1,actual,Macalister/1949,1,6,actual,1,4,actual,0,4,actual,,1,,
CLMAC,257,"first mentioned",1949,"R.A.S. Macalister",,inc,inc,,slbcr,,frgmntry,some,,converted,0.38,actual,0.61,actual,0.06,actual,Macalister/1949,1,3,actual,2,0,actual,0,2.5,actual,,1,,
CLMAC,258,"first mentioned",1949,"R.A.S. Macalister",,inc,inc,,slbcr,,frgmntry,some,,converted,0.46,actual,0.38,actual,,n/a,Macalister/1949,1,6,actual,1,3,actual,,,n/a,,1,,
CLMAC,259,"first mentioned",1949,"R.A.S. Macalister",,inc,inc,,slabcr,,frgmntry,some,,converted,0.2,actual,0.28,actual,0.06,actual,Macalister/1949,0,8,actual,0,11,actual,0,2.25,actual,,1,,
CLMAC,260,"first mentioned",1949,"R.A.S. Macalister",,inc,inc,,slabcr,,frgmntry,some,,converted,0.41,actual,0.43,actual,,n/a,Macalister/1949,1,4,actual,1,5,actual,,,n/a,,1,,
CLMAC,261,"first mentioned",1949,"R.A.S. Macalister",,inc,inc,,slbcr,,frgmntry,some,,converted,0.28,actual,0.33,actual,,n/a,Macalister/1949,0,11,actual,1,1,actual,,,n/a,,1,,
CLMAC,262,"non-arch dig",1990,"G. Claffey",,"in display",inc,,pilsp,,complete,some,,Manning/Moore/1991,1.65,actual,0.65,actual,0.3,actual,converted,5,5,actual,2,1.5,actual,0,11.75,actual,,0,,
CLMAC,263,"arch excav",1991,"H. King",,inc,inc,,slbcr,,frgmntry,good,,converted,,n/a,,n/a,,n/a,King/1991,,,n/a,,,n/a,,,n/a,,1,,
CLMOR,1,"first mentioned",1945,"R. A. S. Macalister",,"in ground",earliest,,pilsp,,inc,inc,,converted,0.71,actual,0.23,actual,0.22,actual,Macalister/1945,2,4,actual,0,9,actual,0,8.5,actual,,0,,
CLMOR,2,"first mentioned",1940,"E. McDonald",,lost,lost,,inc,,inc,inc,,Harbison/1991,,n/a,,n/a,,n/a,converted,,,n/a,,,n/a,,,n/a,,0,,
CLONC,1,"first mentioned",1891,inc,,"in struct","on site",,ind,,incomplete,poor,,converted,0.32,actual,0.15,actual,0,inc,Macalister/1949,1,0.5,actual,0,6,actual,0,0,inc,,1,,
CLONM,1,recognised,1949,"Mr Molloy",,inc,"on site",,slbcr,,incomplete,good,,converted,0.47,actual,0.25,actual,0.11,actual,Macalister/1949,1,6.5,actual,0,10,actual,0,4.5,actual,,1,,
CLOO,1,"first mentioned",1909,Macneill/1909B,,"in ground",inc,,pilsp,,frgmntry,poor,,converted,0.86,visible,,actual,,actual,Macalister/1945,2,10,visible,1,,actual,,7,actual,,3,,
CLOOM,1,"first mentioned",1908,"T. Kennedy",,"in display","on site",,pilsp,,complete,good,,converted,0.86,actual,0.3,actual,0.18,actual,Macalister/1945,2,10,actual,1,0,actual,0,7,actual,,0,,
CLOON,1,"first mentioned",1949,"R.A.S. Macalister",,"in struct",earliest,,ind,,n/a,some,,converted,0.3,actual,0.36,actual,,n/a,Macalister/1949,1,0,actual,1,2,actual,,,n/a,,1,,
CLYDI,1,"first mentioned",1860,"J.O. Westwood",,"in display","on site",,pilsp,,incomplete,good,,converted,1.79,actual,0.33,actual,0.25,actual,Macalister/1945,5,10.5,actual,1,1,actual,0,10,actual,,0,,
CLYDI,2,"first mentioned",1860,"J.O. Westwood",,"in display","on site",,pilsp,,complete,some,,converted,1.68,actual,0.41,actual,0.23,actual,Macalister/1945,5,6,actual,1,4,actual,0,9,actual,,0,,
CLYDI,3,"first mentioned",1698,"E. Lhwyd",,"in display","on site",,pillc,,complete,good,,converted,1.47,actual,0.41,actual,0.13,actual,Macalister/1945,4,10,actual,1,4,actual,0,5,actual,,1,,
CMBRN,1,"first mentioned",1754,"W. Borlase",,"in struct",other,,eccal,,complete,good,,Okasha/1993,1.06,actual,0.83,actual,0.17,actual,Macalister/1949,3,6,actual,2,4,actual,0,7,actual,,1,,
CNWYL,1,"first mentioned",1693,Gibson,,"in display",museum,,pilsp,,incomplete,poor,,converted,0.86,actual,0.77,actual,0.2,actual,Nash-Williams/1950,2,10,actual,2,6.5,actual,0,8,actual,,0,,
CNWYL,2,"first mentioned",1694,"Thomas Morgan",,"in display",museum,,pilsp,,incomplete,some,,converted,0.53,actual,0.47,actual,0.06,actual,Nash-Williams/1950,1,9,actual,1,6.5,actual,0,2.5,actual,,0,,
CNWYL,3,"first mentioned",1856,"J.O. Westwood",,"in struct","on site",,pilsp,,complete,some,,converted,1.42,visible,0.66,visible,0,n/a,Macalister/1945,4,8,visible,2,2,visible,0,0,n/a,,0,,
COBOY,1,recognised,1945,Hitchcock,,unattch,other,,pilsp,,inc,inc,,converted,1.83,uncertain,,n/a,,n/a,Macalister/1945,6,0,uncertain,0,,n/a,0,,n/a,,0,,
COHIL,1,recognised,1836,Windele,,unattch,museum,,pilsp,,frgmntry,some,,converted,0.75,actual,0.15,actual,,actual,Macalister/1945,2,5.5,actual,0,5.75,actual,,4,actual,,0,,
COLIN,1,"first mentioned",1865,"J. Shearman",,"in display",museum,,pilsp,,inc,inc,,converted,1.57,actual,0.28,actual,0.28,actual,Macalister/1945,5,2,actual,0,11,actual,0,11,actual,,0,,
COLIN,2,"first mentioned",1865,"J. Shearman",,lost,lost,,lost,,n/a,n/a,,converted,,n/a,,n/a,,n/a,Macalister/1945,0,,n/a,,,n/a,,,n/a,,0,,
COLIN,3,"first mentioned",1865,"J. Shearman",,"in ground",earliest,,pilsp,,frgmntry,some,,converted,1.68,actual,0.38,actual,0.38,actual,Macalister/1945,5,6,actual,1,3,actual,1,3,actual,,0,,
COLIN,4,"arch excav",1929,"R. A. S. Macalister",,"in ground",earliest,,pilsp,,inc,inc,,converted,1.6,actual,0.48,actual,0.41,actual,Macalister/1945,5,3,actual,1,7,actual,1,4,actual,,0,,
COLIN,5,"arch excav",1929,"R. A. S. Macalister",,inc,"on site",,pilsp,,complete,some,,converted,,n/a,,n/a,,n/a,Macalister/1945,,,n/a,,,n/a,,,n/a,,0,,
COLIN,6,"arch excav",1929,"R. A. S. Macalister",,"in ground","on site",,pilsp,,frgmntry,inc,,converted,0.34,actual,0.48,actual,0.38,actual,Macalister/1945,1,1.5,actual,1,7,actual,1,3,actual,,0,,
COLIN,7,"arch excav",1929,"R.A.S. Macalister",,inc,"on site",,pilsp,,incomplete,inc,,converted,0.36,actual,0.37,actual,0.23,actual,Macalister/1945,1,2,actual,1,2.5,actual,0,9,actual,,0,,
COOGH,1,"first mentioned",1817,"Mr. J. Humphreys",,"in ground","on site",,pilsp,,complete,good,,converted,1.57,actual,0.29,actual,0.17,actual,Macalister/1945,5,2,actual,0,11.5,actual,0,6.5,actual,,2,,
COOGH,2,"first mentioned",1838,Anon,,"in display",museum,,pilsp,,complete,good,,converted,,n/a,,n/a,,n/a,Macalister/1945,,,n/a,,,n/a,,,n/a,,0,,
COOLE,1,"first mentioned",1879,"R.R. Brash",,"in ground","on site",,pilsp,,complete,good,,converted,2.06,actual,0.46,actual,0.15,actual,Macalister/1945,6,9,actual,1,6,actual,0,6,actual,,1,,
COOLE,2,"first mentioned",1879,"R.R. Brash",,"in ground",earliest,,pilsp,,inc,poor,,converted,2.44,visible,0.91,actual,0.3,actual,Macalister/1945,8,0,visible,3,0,actual,1,0,actual,,0,,
COOLH,1,"first mentioned",,Windele,,"in ground",earliest,,pilsp,,n/a,n/a,,converted,0.84,actual,0.19,actual,0.1,actual,Macalister/1945,2,9,actual,0,7.5,actual,0,4,actual,,0,,
COOLM,1,"non-arch dig",1838,workmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOLM,2,"first mentioned",1838,"Mr. Abel",,"in display","on site",,pilsp,,complete,some,,converted,2.59,actual,0.43,actual,0.15,actual,Macalister/1945,8,6,actual,1,5,actual,0,6,actual,,0,,
COOLM,3,"first mentioned",1838,"Mr. Abel",,"in display","on site",,pilsp,,complete,good,,converted,1.22,actual,0.28,actual,0.11,actual,Macalister/1945,4,0,actual,0,11,actual,0,4.5,actual,,0,,
COOLM,4,"first mentioned",1838,"Mr. Abel",,"in display","on site",,pilsp,,complete,good,,converted,1.42,actual,0.3,actual,0.18,actual,Macalister/1945,4,8,actual,1,0,actual,0,7,actual,,0,,
COOLM,5,"first mentioned",1838,"Mr. Abel",,"in display","on site",,pilsp,,complete,poor,,converted,1.3,actual,0.46,actual,0.11,actual,Macalister/1945,4,3,actual,1,6,actual,0,4.5,actual,,0,,
COOLM,6,"first mentioned",1838,"Mr. Abel",,"in display","on site",,pilsp,,complete,good,,converted,1.35,actual,0.24,actual,0.18,actual,Macalister/1945,4,5,actual,0,9.5,actual,0,7,actual,,0,,
COOLM,7,"first mentioned",1838,"Mr. Abel",,"in display","on site",,pilsp,,complete,some,,converted,0.81,actual,0.25,actual,0.07,actual,Macalister/1945,2,8,actual,0,10,actual,0,2.75,actual,,0,,
CORRO,1,recognised,1945,"A. Cunney",,"in ground",inc,,rpmeg,,complete,inc,,converted,2.82,visible,1.04,actual,,actual,Macalister/1945,9,3,visible,3,5,actual,,10,actual,,0,,
CORRO,2,"first mentioned",1864,"Ferguson,",,"in struct",earliest,,arcli,,complete,inc,,,,,,,,,inc.,,,,,,,,,,,3,,
COTTS,1,recognised,1916,"R.A.S. Macalister",,"in ground",earliest,,pilsp,,complete,good,,Moore/1996,1.15,visible,0.6,actual,0.5,actual,Macalister/1945,5,7,actual,1,10,actual,1,7,actual,,0,,
COYCH,1,"first mentioned",1879,"J.O. Westwood",,"in display","on site",,fcsB,,complete,poor,,RCAHMW/1973,1.62,visible,0.66,actual,0.33,actual,Macalister/1949,4,0,visible,2,1,actual,1,2.5,actual,,4,,
COYCH,2,"first mentioned",1879,"J.O. Westwood",,"in ground","on site",,fcc??,,incomplete,poor,,converted,3.07,visible,0.33,visible,0.18,visible,Nash-Williams/1950,10,1,visible,1,1,visible,0,7,visible,,5+,,
CRAG,1,"first mentioned",1896,inc,,inc,"on site",,ind,,incomplete,poor,,converted,2.44,actual,,actual,1.07,actual,Macalister/1945,8,0,actual,5,,actual,3,6,actual,,0,,
CRAI,1,"first mentioned",1698,"E. Llwyd",,lost,lost,n/a5£U,pilsp,,n/a,n/a,,converted,3.2,uncertain,0.3,actual,0.15,actual,Lhwyd/1910,10,6,uncertain,1,0,actual,0,6,actual,,0,,
CRCKH,1,"first mentioned",-1,"W. Camden",,inc,museum,,pilsp,,complete,good,,converted,1.98,uncertain,0.53,actual,0.18,actual,Macalister/1945,6,6,uncertain,1,9,actual,0,7,actual,,0,,
CRCOM,1,recognised,1898,"Carmody, Rev. W. P.",,"in struct",earliest,,inc,,inc,inc,,converted,,inc,,inc,,inc,inc,,,inc,,,inc,,,inc,,0,,
CRCOM,2,recognised,1898,"Carmody, Rev. W. P.",,"in display",museum,,pilsp,,complete,poor,,converted,0.95,actual,0.25,actual,0.28,actual,Macalister/1945,3,1.5,actual,0,10,actual,0,11,actual,,0,,
CREHS,1,recognised,1867,W.Williams,,"in ground",earliest,,pilsp,,incomplete,some,,converted,1.78,actual,0.66,actual,0.38,actual,Macalister/1945,5,10,actual,2,2,actual,1,3,actual,,0,,
CRGHH,1,recognised,1860,"W.R. Blackett",,lost,lost,,pilsp,,n/a,n/a,,converted,1.37,actual,0.3,actual,0.51,actual,Macalister/1945,4,6,actual,1,0,actual,1,8,actual,,0,,
CRGUL,1,"first mentioned",1945,"R.A.S. Macalister",,"in ground",museum,,pilsp,,complete,some,,converted,1.6,actual,0.23,actual,0.23,actual,Macalister/1945,5,3,actual,0,9,actual,0,9,actual,,0,,
CRNLO,1,"first mentioned",1945,"R.A.S. Macalister",,inc,"on site",,pilsp,,frgmntry,some,,converted,3.61,inc,1.68,inc,0.51,inc,Macalister/1945,11,10,inc,5,6,inc,1,8,inc,,0,,
CRSER,1,"first mentioned",1985,"D. Power",,"in ground",earliest,,pilsp,,inc,inc,,"Power et al/1992",1.55,visible,0.47,actual,0.37,actual,converted,5,1,visible,1,6.5,actual,1,2.5,actual,,0,,
CSKEE,1,"non-arch dig",1898,"John Rhys",,"on ground","on site",,pilsp,,complete,some,,converted,0.66,visible,0.39,actual,0.18,actual,Macalister/1945,2,2,visible,1,3.5,actual,0,7,actual,,0,,
CSMO,1,"first mentioned",1854,"J. C. Toumey",,"in ground",earliest,,pilsp,,complete,inc,,converted,1.5,actual,0.48,actual,,actual,Macalister/1949,4,11,actual,1,7,actual,,10,actual,,0,,
CSTGR,1,"first mentioned",1910,"R. A. S. Macalister",,lost,lost,,pilsp,,frgmntry,inc,,converted,3.05,uncertain,,inc,,inc,Macalister/1910,10,0,uncertain,0,,inc,0,,inc,,1,,
CSTLD,1,"first mentioned",1540,Leland,,"in ground",other,,pilsp,,incomplete,good,,Okasha/1993,3,uncertain,0.54,actual,0.45,actual,Macalister/1945,8,6,visible,1,9,actual,1,4,actual,,1,,
CUBRT,1,"first mentioned",1861,"H. L. Jones",,"in struct","on site",,pilsp,,complete,good,,Okasha/1993,1.28,actual,0.47,actual,0,uncertain,Macalister/1945,4,2,actual,1,8,actual,,,uncertain,,1,,
CURMO,1,"first mentioned",1939,"R.A.S. Macalister",,"in ground",earliest,,pilsp,,incomplete,some,,converted,1.17,visible,0.71,actual,0.38,actual,Macalister/1945,3,10,visible,2,4,actual,1,3,actual,,1,,
DEELI,1,recognised,1826,McCarthy,,unattch,museum,,pilsp,,incomplete,some,,converted,,n/a,,n/a,,inc,Macalister/1945,,,n/a,,,n/a,,,inc,,0,,
DEGAS,1,recognised,1847,Windele,,lost,lost,,pilsp,,inc,inc,,converted,3.05,actual,1.07,actual,0.86,actual,Brash/1879,10,0,actual,3,6,actual,2,10,actual,,0,,
DELGA,1,"first mentioned",1871,"R. A. S. Macalister",,"in ground",earliest,,fcbas,,incomplete,poor,,converted,1.83,actual,0.47,actual,0.28,actual,Macalister/1949,6,0,actual,1,6.5,actual,0,11,actual,,1,,
DENAN,1,"first mentioned",1939,"R.A.S. Macalister",,"in ground","on site",,pilsp,,complete,some,,converted,2.11,actual,0.51,actual,0.3,actual,Macalister/1945,6,11,actual,1,8,actual,1,0,actual,,0,,
DERIV,1,recognised,1897,"F.C. Bland",,unattch,museum,,ind,,incomplete,some,,OSullivan/etal/1996,0.64,actual,0.24,actual,0.22,actual,converted,2,1.25,actual,0,9.5,actual,0,8.75,actual,,1,,
DFYNG,1,"first mentioned",1853,inc,,"in struct",earliest,,pilsc,,incomplete,some,,converted,1.68,visible,0.25,visible,0.15,visible,Macalister/1945,5,6,visible,0,10,visible,0,6,visible,,1,,
DINGL,1,"first mentioned",1896,"R.A.S. Macalister",,lost,lost,,pilsp,,frgmntry,some,,converted,0.38,actual,0.33,actual,0.2,actual,Macalister/1945,1,3,actual,1,1,actual,0,8,actual,,0,,
DKEAR,1,"first mentioned",1879,"R.R. Brash",,"in ground","on site",,pilsp,,inc,some,,converted,1.85,actual,0.41,actual,0.11,actual,Macalister/1945,6,1,actual,1,4,actual,0,4.5,actual,,1,,
DLEEK,1,"first mentioned",1949,"R. A. S. Macalister",,"in struct","on site",,slbns,,frgmntry,poor,,converted,1.98,visible,0.84,visible,,n/a,Macalister/1949,6,6,visible,2,9,visible,0,,n/a,,0,,
DNARD,1,"first mentioned",1903,"J. Rhys",,"in ground",other,,pilsp,,frgmntry,good,,converted,1.52,actual,0.69,actual,0.53,actual,Macalister/1945,5,0,actual,2,3,actual,1,9,actual,,0,,
DNBUL,1,"first mentioned",1897,"R.A.S. Macalister",,"in ground",earliest,,pilsp,,inc,some,,converted,1.3,visible,0.71,actual,0.25,actual,Macalister/1945,4,3,visible,2,4,actual,0,10,actual,,0,,
DNMOR,1,"first mentioned",1902,"Lord W. Fitzgerald",,"in display",museum,,pilsp,,complete,good,,converted,0.76,actual,0.36,actual,0.23,actual,Macalister/1945,2,6,actual,1,2,actual,0,9,actual,,0,,
